id,label,conversation
2384,Neutral,"العميل: وش البيانات اللي أقدر أعدلها بنفسي؟
الموظف: الجوال، الإيميل، والعنوان."
2385,Negative,"العميل: التطبيق يعلق إذا جيت أعدل بياناتي.
الموظف: نعتذر، نراجع النظام الآن."
2386,Positive,"العميل: حدثت بياناتي بسهولة من التطبيق.
الموظف: رائع! هدفنا تسهيل الخدمات البنكية."
2387,Positive,"العميل: تم تغيير عنواني الجديد بدون أي تعقيد.
الموظف: نشكرك على تحديث بياناتك."
2388,Positive,"العميل: حدثت الجوال من التطبيق بسهولة.
الموظف: ممتاز، سهلناها علشانك."
2389,Neutral,"العميل: كيف يمكنني تحديث رقم الجوال في الحساب؟
الموظف: يمكنك ذلك من خلال التطبيق في قسم الإعدادات."
2390,Neutral,"العميل: وش البيانات اللي أقدر أعدلها بنفسي؟
الموظف: الجوال، الإيميل، والعنوان."
2391,Positive,"العميل: غيرت بياناتي وكل شي تمام.
الموظف: حياك الله، تمام كذا."
2392,Negative,"العميل: التطبيق يعلق إذا جيت أعدل بياناتي.
الموظف: نعتذر، نراجع النظام الآن."
2393,Neutral,"العميل: ما هي البيانات التي يمكن تعديلها ذاتيًا؟
الموظف: رقم الهاتف، البريد الإلكتروني، والعنوان."
2394,Neutral,"العميل: ما هي البيانات التي يمكن تعديلها ذاتيًا؟
الموظف: رقم الهاتف، البريد الإلكتروني، والعنوان."
2395,Positive,"العميل: غيرت بياناتي وكل شي تمام.
الموظف: حياك الله، تمام كذا."
2396,Neutral,"العميل: كيف يمكنني تحديث رقم الجوال في الحساب؟
الموظف: يمكنك ذلك من خلال التطبيق في قسم الإعدادات."
2397,Neutral,"العميل: كيف يمكنني تحديث رقم الجوال في الحساب؟
الموظف: يمكنك ذلك من خلال التطبيق في قسم الإعدادات."
2398,Positive,"العميل: حدثت الجوال من التطبيق بسهولة.
الموظف: ممتاز، سهلناها علشانك."
2399,Negative,"العميل: حاولت تحديث عنواني ولم أتمكن من ذلك.
الموظف: نأسف لذلك، دعنا نساعدك الآن."
2400,Positive,"العميل: شكراً تم تعديل التفاصيل الشخصية.
الموظف: بالعافية، إذا احتجت شي ثاني إحنا موجودين."
2401,Positive,"العميل: استخدمت الصراف بدون مشاكل، ممتاز.
الموظف: يسعدنا أن الخدمة نالت رضاك."
2402,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2403,Neutral,"العميل: فيه حد معين للسحب؟
الموظف: إيه، يعتمد على نوع بطاقتك."
2404,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2405,Positive,"العميل: سحبت فلوس من الصراف وكل شي تمام.
الموظف: ممتاز، أهم شي الأمور سهالات."
2406,Positive,"العميل: الصراف اشتغل معي حتى خارج المدينة.
الموظف: حنا نوفر دعم شامل وين ما كنت."
2407,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2408,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2409,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2410,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2411,Neutral,"العميل: ما الحد الأقصى للسحب من الصراف؟
الموظف: يختلف حسب نوع الحساب والبطاقة."
2412,Neutral,"العميل: ما هي الصرافات المدعومة من البنك؟
الموظف: كل أجهزة الصراف المرتبطة بالشبكات المحلية والدولية المدعومة."
2413,Negative,"العميل: البطاقة ما اشتغلت على أكثر من جهاز.
الموظف: نعتذر وراح نساعدك فورًا."
2414,Positive,"العميل: الصراف اشتغل معي حتى خارج المدينة.
الموظف: حنا نوفر دعم شامل وين ما كنت."
2415,Neutral,"العميل: ما الحد الأقصى للسحب من الصراف؟
الموظف: يختلف حسب نوع الحساب والبطاقة."
2416,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2417,Neutral,"العميل: لو سحبت من صراف بنك ثاني، يصير شي؟
الموظف: بس تنحسب رسوم بسيطة حسب البنك."
2418,Neutral,"العميل: هل يمكنني السحب من صرافات البنوك الأخرى؟
الموظف: نعم، وقد تُطبق رسوم حسب نوع البطاقة."
2419,Positive,"العميل: سحبت فلوس من الصراف وكل شي تمام.
الموظف: ممتاز، أهم شي الأمور سهالات."
2420,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2421,Neutral,"العميل: ما الحد الأقصى للسحب من الصراف؟
الموظف: يختلف حسب نوع الحساب والبطاقة."
2422,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2423,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2424,Neutral,"العميل: فيه حد معين للسحب؟
الموظف: إيه، يعتمد على نوع بطاقتك."
2425,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2426,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2427,Negative,"العميل: حاولت السحب من الصراف ولم تنجح العملية.
الموظف: نأسف لذلك، وسنراجع الحالة فورًا."
2428,Positive,"العميل: استخدمت الصراف بدون مشاكل، ممتاز.
الموظف: يسعدنا أن الخدمة نالت رضاك."
2429,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2430,Neutral,"العميل: هل يمكنني السحب من صرافات البنوك الأخرى؟
الموظف: نعم، وقد تُطبق رسوم حسب نوع البطاقة."
2431,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2432,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2433,Neutral,"العميل: فيه حد معين للسحب؟
الموظف: إيه، يعتمد على نوع بطاقتك."
2434,Neutral,"العميل: ما الحد الأقصى للسحب من الصراف؟
الموظف: يختلف حسب نوع الحساب والبطاقة."
2435,Negative,"العميل: البطاقة ما اشتغلت على أكثر من جهاز.
الموظف: نعتذر وراح نساعدك فورًا."
2436,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2437,Neutral,"العميل: ما الحد الأقصى للسحب من الصراف؟
الموظف: يختلف حسب نوع الحساب والبطاقة."
2438,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2439,Negative,"العميل: الجهاز لم يتعرف على بطاقتي.
الموظف: نتحقق الآن من سبب الخلل."
2440,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2441,Neutral,"العميل: ما هي الصرافات المدعومة من البنك؟
الموظف: كل أجهزة الصراف المرتبطة بالشبكات المحلية والدولية المدعومة."
2442,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2443,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2444,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2445,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2446,Neutral,"العميل: هل يمكنني السحب من صرافات البنوك الأخرى؟
الموظف: نعم، وقد تُطبق رسوم حسب نوع البطاقة."
2447,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2448,Neutral,"العميل: هل يمكنني السحب من صرافات البنوك الأخرى؟
الموظف: نعم، وقد تُطبق رسوم حسب نوع البطاقة."
2449,Positive,"العميل: الصراف اشتغل معي حتى خارج المدينة.
الموظف: حنا نوفر دعم شامل وين ما كنت."
2450,Neutral,"العميل: ما الحد الأقصى للسحب من الصراف؟
الموظف: يختلف حسب نوع الحساب والبطاقة."
2451,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2452,Positive,"العميل: سحبت فلوس من الصراف وكل شي تمام.
الموظف: ممتاز، أهم شي الأمور سهالات."
2453,Neutral,"العميل: ما هي الصرافات المدعومة من البنك؟
الموظف: كل أجهزة الصراف المرتبطة بالشبكات المحلية والدولية المدعومة."
2454,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2455,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2456,Negative,"العميل: حاولت كذا مرة وما ضبط الصراف.
الموظف: بنراجع ونحل المشكلة حالًا."
2457,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2458,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2459,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2460,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2461,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2462,Neutral,"العميل: لو سحبت من صراف بنك ثاني، يصير شي؟
الموظف: بس تنحسب رسوم بسيطة حسب البنك."
2463,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2464,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2465,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2466,Negative,"العميل: حاولت كذا مرة وما ضبط الصراف.
الموظف: بنراجع ونحل المشكلة حالًا."
2467,Positive,"العميل: الصراف اشتغل معي حتى خارج المدينة.
الموظف: حنا نوفر دعم شامل وين ما كنت."
2468,Neutral,"العميل: فيه حد معين للسحب؟
الموظف: إيه، يعتمد على نوع بطاقتك."
2469,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2470,Negative,"العميل: حاولت السحب من الصراف ولم تنجح العملية.
الموظف: نأسف لذلك، وسنراجع الحالة فورًا."
2471,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2472,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2473,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2474,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2475,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2476,Positive,"العميل: استخدمت الصراف بدون مشاكل، ممتاز.
الموظف: يسعدنا أن الخدمة نالت رضاك."
2477,Positive,"العميل: الصراف اشتغل معي حتى خارج المدينة.
الموظف: حنا نوفر دعم شامل وين ما كنت."
2478,Negative,"العميل: حاولت السحب من الصراف ولم تنجح العملية.
الموظف: نأسف لذلك، وسنراجع الحالة فورًا."
2479,Positive,"العميل: سحبت من جهاز خارجي وتمت العملية بسهولة.
الموظف: دعمنا يغطي أغلب الأجهزة المحلية والدولية."
2480,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2481,Positive,"العميل: جربت أكثر من جهاز وكلهم اشتغلوا.
الموظف: تمام، نغطي أغلب الشبكات."
2482,Positive,"العميل: جربت أكثر من جهاز وكلهم اشتغلوا.
الموظف: تمام، نغطي أغلب الشبكات."
2483,Neutral,"العميل: ما هي الصرافات المدعومة من البنك؟
الموظف: كل أجهزة الصراف المرتبطة بالشبكات المحلية والدولية المدعومة."
2484,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2485,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2486,Neutral,"العميل: هل يمكنني السحب من صرافات البنوك الأخرى؟
الموظف: نعم، وقد تُطبق رسوم حسب نوع البطاقة."
2487,Negative,"العميل: البطاقة ما اشتغلت على أكثر من جهاز.
الموظف: نعتذر وراح نساعدك فورًا."
2488,Positive,"العميل: سحبت فلوس من الصراف وكل شي تمام.
الموظف: ممتاز، أهم شي الأمور سهالات."
2489,Negative,"العميل: حاولت السحب من الصراف ولم تنجح العملية.
الموظف: نأسف لذلك، وسنراجع الحالة فورًا."
2490,Negative,"العميل: حاولت السحب من الصراف ولم تنجح العملية.
الموظف: نأسف لذلك، وسنراجع الحالة فورًا."
2491,Neutral,"العميل: هل يمكنني السحب من صرافات البنوك الأخرى؟
الموظف: نعم، وقد تُطبق رسوم حسب نوع البطاقة."
2492,Negative,"العميل: الجهاز لم يتعرف على بطاقتي.
الموظف: نتحقق الآن من سبب الخلل."
2493,Negative,"العميل: الجهاز لم يتعرف على بطاقتي.
الموظف: نتحقق الآن من سبب الخلل."
2494,Negative,"العميل: لم أتمكن من السحب من أي جهاز.
الموظف: نتابع معك ونقدم الدعم اللازم."
2495,Positive,"العميل: تمت العملية في الصراف بسرعة.
الموظف: هذا ما نطمح إليه دائمًا."
2496,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2497,Negative,"العميل: حاولت كذا مرة وما ضبط الصراف.
الموظف: بنراجع ونحل المشكلة حالًا."
2498,Negative,"العميل: حاولت السحب من الصراف ولم تنجح العملية.
الموظف: نأسف لذلك، وسنراجع الحالة فورًا."
2499,Negative,"العميل: الصراف ما طلع لي فلوس.
الموظف: نراجع الوضع ونرد لك خبر."
2500,Neutral,"العميل: أقدر أسحب من أي صراف؟
الموظف: إذا مرتبط بالشبكة، تقدر."
2501,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2502,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2503,Negative,"العميل: نسيت الرقم وما قدرت أدخل.
الموظف: نساعدك تعيد التعيين الحين."
2504,Neutral,"العميل: كم محاولة قبل ما ينقفل الحساب؟
الموظف: غالبًا بعد 3 إلى 5 محاولات."
2505,Positive,"العميل: تم استرجاع رمز المرور بنجاح من التطبيق.
الموظف: ممتاز، حافظ عليه في مكان آمن."
2506,Neutral,"العميل: هل يمكن تغيير رمز المرور من الموقع؟
الموظف: نعم، عبر صفحة الدخول إذا كنت مسجلاً مسبقًا."
2507,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2508,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2509,Neutral,"العميل: كم محاولة قبل ما ينقفل الحساب؟
الموظف: غالبًا بعد 3 إلى 5 محاولات."
2510,Neutral,"العميل: أقدر أغير الرقم من الموقع؟
الموظف: إيه، إذا عندك حساب مفعل."
2511,Neutral,"العميل: كم محاولة قبل ما ينقفل الحساب؟
الموظف: غالبًا بعد 3 إلى 5 محاولات."
2512,Neutral,"العميل: هل يمكن تغيير رمز المرور من الموقع؟
الموظف: نعم، عبر صفحة الدخول إذا كنت مسجلاً مسبقًا."
2513,Negative,"العميل: حاولت أغير الرمز بس طلع لي خطأ.
الموظف: نعتذر، نتحقق من السبب الحين."
2514,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2515,Neutral,"العميل: أقدر أغير الرقم من الموقع؟
الموظف: إيه، إذا عندك حساب مفعل."
2516,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2517,Positive,"العميل: شكراً لكم، تمكنت من استعادة الدخول.
الموظف: نسعد دائمًا بخدمتك."
2518,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2519,Neutral,"العميل: كيف يمكنني إعادة تعيين رمز المرور؟
الموظف: من خلال التطبيق اضغط على (نسيت الرمز) واتبع التعليمات."
2520,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2521,Positive,"العميل: شكراً لكم، تمكنت من استعادة الدخول.
الموظف: نسعد دائمًا بخدمتك."
2522,Neutral,"العميل: هل يمكن تغيير رمز المرور من الموقع؟
الموظف: نعم، عبر صفحة الدخول إذا كنت مسجلاً مسبقًا."
2523,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2524,Negative,"العميل: نسيت الرقم وما قدرت أدخل.
الموظف: نساعدك تعيد التعيين الحين."
2525,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2526,Neutral,"العميل: كم عدد المحاولات قبل قفل الحساب؟
الموظف: عادة 3 إلى 5 محاولات خاطئة تؤدي للقفل المؤقت."
2527,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2528,Positive,"العميل: الحمد لله رجعت الحساب بسهولة.
الموظف: تمام، وأي وقت حنا جاهزين."
2529,Neutral,"العميل: هل يمكن تغيير رمز المرور من الموقع؟
الموظف: نعم، عبر صفحة الدخول إذا كنت مسجلاً مسبقًا."
2530,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2531,Neutral,"العميل: أقدر أغير الرقم من الموقع؟
الموظف: إيه، إذا عندك حساب مفعل."
2532,Neutral,"العميل: كم عدد المحاولات قبل قفل الحساب؟
الموظف: عادة 3 إلى 5 محاولات خاطئة تؤدي للقفل المؤقت."
2533,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2534,Positive,"العميل: الحمد لله رجعت الحساب بسهولة.
الموظف: تمام، وأي وقت حنا جاهزين."
2535,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2536,Positive,"العميل: تم استرجاع رمز المرور بنجاح من التطبيق.
الموظف: ممتاز، حافظ عليه في مكان آمن."
2537,Positive,"العميل: نسيت رمز المرور، وتمت إعادة التعيين بسهولة.
الموظف: رائع! نحن هنا دائمًا لتيسير تجربتك."
2538,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2539,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2540,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2541,Neutral,"العميل: كم عدد المحاولات قبل قفل الحساب؟
الموظف: عادة 3 إلى 5 محاولات خاطئة تؤدي للقفل المؤقت."
2542,Negative,"العميل: حاولت عدة مرات وأُغلق التطبيق.
الموظف: نتابع الآن لفتح الحساب وتحديث الرمز."
2543,Neutral,"العميل: كم عدد المحاولات قبل قفل الحساب؟
الموظف: عادة 3 إلى 5 محاولات خاطئة تؤدي للقفل المؤقت."
2544,Positive,"العميل: نسيت رمز المرور، وتمت إعادة التعيين بسهولة.
الموظف: رائع! نحن هنا دائمًا لتيسير تجربتك."
2545,Neutral,"العميل: أقدر أغير الرقم من الموقع؟
الموظف: إيه، إذا عندك حساب مفعل."
2546,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2547,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2548,Positive,"العميل: نسيت رمز المرور، وتمت إعادة التعيين بسهولة.
الموظف: رائع! نحن هنا دائمًا لتيسير تجربتك."
2549,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2550,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2551,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2552,Positive,"العميل: شكرًا ساعدتوني أرجع حسابي.
الموظف: حياك، هذا واجبنا."
2553,Positive,"العميل: شكراً لكم، تمكنت من استعادة الدخول.
الموظف: نسعد دائمًا بخدمتك."
2554,Positive,"العميل: تم استرجاع رمز المرور بنجاح من التطبيق.
الموظف: ممتاز، حافظ عليه في مكان آمن."
2555,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2556,Neutral,"العميل: كم محاولة قبل ما ينقفل الحساب؟
الموظف: غالبًا بعد 3 إلى 5 محاولات."
2557,Positive,"العميل: نسيت رمز المرور، وتمت إعادة التعيين بسهولة.
الموظف: رائع! نحن هنا دائمًا لتيسير تجربتك."
2558,Negative,"العميل: حاولت أغير الرمز بس طلع لي خطأ.
الموظف: نعتذر، نتحقق من السبب الحين."
2559,Negative,"العميل: نسيت الرقم وما قدرت أدخل.
الموظف: نساعدك تعيد التعيين الحين."
2560,Negative,"العميل: حاولت أغير الرمز بس طلع لي خطأ.
الموظف: نعتذر، نتحقق من السبب الحين."
2561,Positive,"العميل: شكرًا ساعدتوني أرجع حسابي.
الموظف: حياك، هذا واجبنا."
2562,Neutral,"العميل: أقدر أغير الرقم من الموقع؟
الموظف: إيه، إذا عندك حساب مفعل."
2563,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2564,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2565,Positive,"العميل: شكرًا ساعدتوني أرجع حسابي.
الموظف: حياك، هذا واجبنا."
2566,Positive,"العميل: الحمد لله رجعت الحساب بسهولة.
الموظف: تمام، وأي وقت حنا جاهزين."
2567,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2568,Positive,"العميل: الحمد لله رجعت الحساب بسهولة.
الموظف: تمام، وأي وقت حنا جاهزين."
2569,Negative,"العميل: حاولت عدة مرات وأُغلق التطبيق.
الموظف: نتابع الآن لفتح الحساب وتحديث الرمز."
2570,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2571,Neutral,"العميل: كيف يمكنني إعادة تعيين رمز المرور؟
الموظف: من خلال التطبيق اضغط على (نسيت الرمز) واتبع التعليمات."
2572,Positive,"العميل: شكراً لكم، تمكنت من استعادة الدخول.
الموظف: نسعد دائمًا بخدمتك."
2573,Neutral,"العميل: كم عدد المحاولات قبل قفل الحساب؟
الموظف: عادة 3 إلى 5 محاولات خاطئة تؤدي للقفل المؤقت."
2574,Positive,"العميل: شكرًا ساعدتوني أرجع حسابي.
الموظف: حياك، هذا واجبنا."
2575,Negative,"العميل: حاولت عدة مرات وأُغلق التطبيق.
الموظف: نتابع الآن لفتح الحساب وتحديث الرمز."
2576,Negative,"العميل: حاولت أغير الرمز بس طلع لي خطأ.
الموظف: نعتذر، نتحقق من السبب الحين."
2577,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2578,Neutral,"العميل: أقدر أغير الرقم من الموقع؟
الموظف: إيه، إذا عندك حساب مفعل."
2579,Negative,"العميل: حاولت عدة مرات وأُغلق التطبيق.
الموظف: نتابع الآن لفتح الحساب وتحديث الرمز."
2580,Neutral,"العميل: هل يمكن تغيير رمز المرور من الموقع؟
الموظف: نعم، عبر صفحة الدخول إذا كنت مسجلاً مسبقًا."
2581,Neutral,"العميل: كم عدد المحاولات قبل قفل الحساب؟
الموظف: عادة 3 إلى 5 محاولات خاطئة تؤدي للقفل المؤقت."
2582,Negative,"العميل: حاولت أغير الرمز بس طلع لي خطأ.
الموظف: نعتذر، نتحقق من السبب الحين."
2583,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2584,Positive,"العميل: شكرًا ساعدتوني أرجع حسابي.
الموظف: حياك، هذا واجبنا."
2585,Neutral,"العميل: كم محاولة قبل ما ينقفل الحساب؟
الموظف: غالبًا بعد 3 إلى 5 محاولات."
2586,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2587,Positive,"العميل: تم استرجاع رمز المرور بنجاح من التطبيق.
الموظف: ممتاز، حافظ عليه في مكان آمن."
2588,Negative,"العميل: نسيت الرمز ولا أستطيع الدخول لحسابي.
الموظف: نأسف لذلك، يمكننا مساعدتك فورًا بإعادة التعيين."
2589,Negative,"العميل: كثرت المحاولات وانقفل الحساب.
الموظف: بنفتح الحساب ونرجع لك."
2590,Positive,"العميل: شكراً لكم، تمكنت من استعادة الدخول.
الموظف: نسعد دائمًا بخدمتك."
2591,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2592,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2593,Negative,"العميل: نسيت الرمز ولا أستطيع الدخول لحسابي.
الموظف: نأسف لذلك، يمكننا مساعدتك فورًا بإعادة التعيين."
2594,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2595,Positive,"العميل: سويت إعادة تعيين وكل شي تمام.
الموظف: ممتاز، تأكد تحفظ الرمز الجديد."
2596,Negative,"العميل: نسيت الرمز ولا أستطيع الدخول لحسابي.
الموظف: نأسف لذلك، يمكننا مساعدتك فورًا بإعادة التعيين."
2597,Neutral,"العميل: كيف أرجع الرمز إذا نسيته؟
الموظف: من التطبيق تختار نسيت الرمز وتكمل الخطوات."
2598,Negative,"العميل: لم أتمكن من إعادة تعيين الرمز.
الموظف: دعنا نتحقق من المشكلة ونتواصل معك حالاً."
2599,Positive,"العميل: نسيت رمز المرور، وتمت إعادة التعيين بسهولة.
الموظف: رائع! نحن هنا دائمًا لتيسير تجربتك."
2600,Negative,"العميل: حاولت عدة مرات وأُغلق التطبيق.
الموظف: نتابع الآن لفتح الحساب وتحديث الرمز."
2601,Positive,"العميل: رجعت جربت وسحبت عادي.
الموظف: ممتاز، أهم شي ارتحت."
2602,Positive,"العميل: ضبطت العملية بعد ما كلمتكم.
الموظف: تمام، هذا هدفنا دايم."
2603,Negative,"العميل: ما قدرت أسحب من أي جهاز.
الموظف: نتابع الموضوع ونرجع لك."
2604,Neutral,"العميل: فيه حد معين للسحب باليوم؟
الموظف: إيه، يعتمد على البطاقة."
